order_id,user_id,order_timestamp,city,restaurant_name,cuisine,payment_method,quantity,order_value,discount,final_amount,delivery_rating
2571,4521,2025-11-21 05:55:51,Bangalore,Pizza Planet,Indian,NET_BANKING,4,600,20,580,1
2572,4574,2025-10-29 15:02:20,Bangalore,Noodle Nation,North Indian,CARD,1,250,10,240,3
2573,9815,2025-11-23 03:03:45,Bangalore,Pizza Planet,North Indian,NET_BANKING,3,1200,30,1170,4
2574,2890,2025-11-09 09:26:09,Mumbai,Noodle Nation,Italian,CARD,4,1600,20,1580,1
2575,2366,2025-10-27 05:39:31,Hyderabad,Pizza Planet,North Indian,UPI,2,1000,50,950,5
2576,1017,2025-11-13 20:56:16,Chennai,Spice Hub,North Indian,CARD,4,1400,50,1350,1
2577,4120,2025-10-29 04:16:38,Delhi,Tandoori House,Italian,COD,2,300,20,280,4
2578,7890,2025-11-02 02:45:15,Mumbai,Noodle Nation,Chinese,NET_BANKING,2,800,20,780,5
2579,3986,2025-10-29 14:22:01,Pune,Tandoori House,Indian,UPI,3,750,10,740,1
2580,6074,2025-11-08 19:14:00,Bangalore,Curry Palace,Fast Food,UPI,5,2500,0,2500,5
2581,5607,2025-11-13 09:07:35,Mumbai,Burger Barn,Italian,COD,2,300,0,300,3
2582,1617,2025-11-08 17:42:46,Delhi,Curry Palace,Fast Food,UPI,5,750,0,750,4
2583,8439,2025-11-05 00:32:08,Mumbai,Burger Barn,Indian,UPI,2,700,50,650,4
2584,9440,2025-11-03 08:57:26,Pune,Burger Barn,Chinese,UPI,1,400,50,350,4
2585,4684,2025-11-18 15:01:53,Hyderabad,Pizza Planet,Italian,UPI,2,400,10,390,4
2586,9903,2025-11-15 19:45:09,Chennai,Noodle Nation,North Indian,CARD,1,200,30,170,2
2587,8692,2025-11-07 08:29:17,Mumbai,Spice Hub,Indian,NET_BANKING,5,2000,10,1990,1
2588,1658,2025-11-03 08:51:24,Delhi,Noodle Nation,Indian,NET_BANKING,2,300,30,270,5
2589,2204,2025-11-13 07:26:06,Pune,Noodle Nation,Fast Food,NET_BANKING,4,1000,10,990,3
2590,9295,2025-11-06 18:37:11,Delhi,Burger Barn,Chinese,UPI,2,300,10,290,4
2591,7566,2025-10-27 09:43:21,Pune,Tandoori House,Indian,CARD,4,800,0,800,3
2592,7326,2025-11-10 16:25:58,Mumbai,Curry Palace,North Indian,NET_BANKING,3,750,20,730,5
2593,7864,2025-10-29 15:28:26,Mumbai,Pizza Planet,Fast Food,NET_BANKING,2,800,30,770,1
2594,7482,2025-11-09 13:09:33,Mumbai,Pizza Planet,Chinese,CARD,4,2000,30,1970,1
2595,3482,2025-11-19 00:33:04,Mumbai,Noodle Nation,Indian,UPI,5,1750,20,1730,2
2596,8084,2025-11-17 18:00:55,Hyderabad,Spice Hub,Indian,CARD,2,1000,20,980,5
2597,6883,2025-11-22 06:49:43,Bangalore,Tandoori House,Italian,COD,5,1750,20,1730,4
2598,2209,2025-11-08 08:22:57,Delhi,Pizza Planet,North Indian,NET_BANKING,1,300,50,250,1
2599,3698,2025-11-14 18:11:46,Delhi,Pizza Planet,Fast Food,NET_BANKING,2,600,30,570,2
2600,8692,2025-10-26 02:28:35,Mumbai,Spice Hub,Chinese,CARD,3,1200,20,1180,3
2601,9330,2025-10-28 04:46:06,Mumbai,Pizza Planet,Indian,COD,2,700,10,690,1
2602,2532,2025-11-11 16:47:13,Hyderabad,Burger Barn,Italian,COD,2,300,50,250,5
2603,8697,2025-11-09 12:37:11,Delhi,Noodle Nation,Italian,COD,1,350,10,340,2
2604,4906,2025-11-09 22:07:24,Mumbai,Tandoori House,Chinese,COD,4,1600,0,1600,4
2605,8130,2025-11-19 21:11:38,Bangalore,Spice Hub,Chinese,CARD,2,1000,0,1000,1
2606,1492,2025-11-03 22:24:16,Mumbai,Curry Palace,Indian,COD,5,1750,50,1700,2
2607,2806,2025-11-23 07:53:26,Pune,Curry Palace,North Indian,UPI,3,1200,50,1150,5
2608,4763,2025-11-08 11:31:31,Pune,Pizza Planet,Chinese,NET_BANKING,4,1600,20,1580,5
2609,7492,2025-10-26 16:11:15,Delhi,Tandoori House,Italian,NET_BANKING,1,400,20,380,1
2610,7299,2025-11-08 09:26:30,Hyderabad,Curry Palace,North Indian,NET_BANKING,2,500,30,470,3
2611,2397,2025-11-12 19:23:35,Delhi,Tandoori House,North Indian,COD,3,1050,0,1050,2
2612,3858,2025-11-06 10:04:19,Hyderabad,Pizza Planet,Chinese,CARD,1,150,0,150,1
2613,8897,2025-11-08 02:44:32,Chennai,Burger Barn,North Indian,NET_BANKING,3,1500,20,1480,4
2614,1256,2025-11-25 18:07:45,Hyderabad,Pizza Planet,Chinese,UPI,1,150,10,140,2
2615,9888,2025-11-05 16:50:32,Chennai,Tandoori House,Chinese,COD,2,500,0,500,5
2616,4499,2025-11-08 10:33:55,Delhi,Pizza Planet,Indian,CARD,5,2000,10,1990,5
2617,6092,2025-11-06 02:48:21,Delhi,Curry Palace,Chinese,CARD,1,400,30,370,4
2618,5444,2025-11-25 00:29:13,Chennai,Burger Barn,Italian,CARD,5,1500,50,1450,4
2619,9178,2025-10-26 23:22:06,Hyderabad,Tandoori House,Chinese,CARD,1,500,20,480,3
2620,8558,2025-11-03 15:44:52,Delhi,Noodle Nation,Chinese,UPI,3,750,0,750,5
2621,3280,2025-11-07 04:33:57,Hyderabad,Curry Palace,North Indian,COD,4,1000,50,950,5
2622,3420,2025-11-05 05:05:32,Bangalore,Spice Hub,Chinese,COD,3,600,50,550,5
2623,1210,2025-11-05 14:46:28,Pune,Pizza Planet,Italian,COD,4,600,0,600,1
2624,5138,2025-10-28 17:32:43,Pune,Curry Palace,Fast Food,COD,5,2000,50,1950,4
2625,1051,2025-10-28 09:49:05,Bangalore,Burger Barn,Indian,UPI,2,400,20,380,1
2626,4904,2025-11-11 22:50:17,Bangalore,Noodle Nation,Italian,NET_BANKING,4,2000,20,1980,2
2627,7752,2025-11-04 02:09:11,Delhi,Spice Hub,Italian,UPI,3,1200,50,1150,5
2628,2571,2025-11-22 06:37:29,Pune,Tandoori House,Indian,UPI,4,1600,50,1550,3
2629,9767,2025-11-07 19:23:13,Bangalore,Noodle Nation,Fast Food,CARD,4,600,20,580,5
2630,7462,2025-11-12 12:08:17,Bangalore,Burger Barn,Indian,UPI,5,1500,0,1500,3
2631,4233,2025-11-20 12:05:27,Chennai,Pizza Planet,Chinese,CARD,5,750,30,720,2
2632,6924,2025-11-08 00:05:24,Bangalore,Tandoori House,Italian,UPI,5,2500,30,2470,1
2633,3340,2025-11-10 00:20:11,Chennai,Spice Hub,Chinese,NET_BANKING,2,600,0,600,4
2634,4491,2025-11-17 15:18:59,Mumbai,Curry Palace,North Indian,CARD,1,200,0,200,4
2635,9429,2025-10-27 05:04:59,Pune,Curry Palace,Italian,NET_BANKING,3,1050,0,1050,4
2636,6769,2025-11-03 12:31:40,Bangalore,Burger Barn,Italian,NET_BANKING,5,750,0,750,1
2637,4286,2025-11-10 22:44:03,Pune,Noodle Nation,North Indian,CARD,5,1000,50,950,2
2638,8528,2025-11-04 11:25:59,Pune,Pizza Planet,Chinese,COD,1,500,30,470,1
2639,7727,2025-11-02 00:34:07,Mumbai,Pizza Planet,Chinese,COD,2,400,20,380,1
2640,7257,2025-11-11 08:55:08,Bangalore,Curry Palace,Fast Food,COD,4,1000,30,970,3
2641,9235,2025-11-13 11:14:13,Delhi,Spice Hub,Indian,COD,3,750,30,720,5
2642,3496,2025-10-27 11:48:54,Bangalore,Curry Palace,North Indian,UPI,5,2500,50,2450,5
2643,1829,2025-11-05 08:50:09,Chennai,Tandoori House,Indian,UPI,1,250,50,200,5
2644,8435,2025-11-03 12:17:24,Delhi,Pizza Planet,Indian,UPI,3,1050,0,1050,3
2645,4977,2025-11-24 15:36:54,Bangalore,Pizza Planet,Italian,COD,3,1200,10,1190,2
2646,3305,2025-10-29 07:52:15,Bangalore,Curry Palace,Italian,COD,1,400,20,380,4
2647,5980,2025-11-01 00:18:30,Chennai,Curry Palace,North Indian,UPI,4,800,30,770,4
2648,7796,2025-11-14 14:49:26,Pune,Noodle Nation,North Indian,COD,5,2500,10,2490,4
2649,3640,2025-11-24 07:05:52,Delhi,Burger Barn,North Indian,NET_BANKING,5,1000,10,990,5
2650,3946,2025-11-16 21:19:00,Mumbai,Curry Palace,Fast Food,NET_BANKING,5,2000,30,1970,2
2651,1775,2025-10-26 02:04:19,Delhi,Pizza Planet,Fast Food,UPI,3,600,0,600,5
2652,5618,2025-11-04 08:50:32,Chennai,Tandoori House,Indian,CARD,1,400,30,370,2
2653,2146,2025-11-11 09:13:50,Mumbai,Burger Barn,Indian,CARD,4,800,10,790,4
2654,5340,2025-11-22 03:01:15,Hyderabad,Burger Barn,Fast Food,COD,2,700,50,650,4
2655,3758,2025-11-06 09:19:49,Hyderabad,Curry Palace,Chinese,COD,2,1000,0,1000,4
2656,2439,2025-11-06 17:54:12,Delhi,Curry Palace,Italian,NET_BANKING,1,150,10,140,5
2657,4553,2025-11-08 09:19:36,Delhi,Burger Barn,Fast Food,CARD,4,1200,10,1190,3
2658,8761,2025-11-19 16:53:04,Bangalore,Noodle Nation,Fast Food,COD,5,1500,0,1500,4
2659,7057,2025-11-21 14:05:28,Chennai,Tandoori House,Chinese,CARD,3,1500,30,1470,5
2660,6127,2025-11-05 14:21:04,Pune,Tandoori House,Indian,UPI,2,400,0,400,4
2661,2129,2025-11-25 14:15:35,Hyderabad,Pizza Planet,Italian,CARD,2,700,20,680,3
2662,4130,2025-11-21 08:00:03,Hyderabad,Tandoori House,Chinese,UPI,4,800,10,790,4
2663,1567,2025-11-07 23:43:06,Delhi,Burger Barn,North Indian,COD,3,450,0,450,5
2664,1338,2025-10-27 04:02:51,Delhi,Burger Barn,Fast Food,CARD,5,1250,50,1200,1
2665,4971,2025-11-10 08:41:37,Delhi,Spice Hub,Chinese,UPI,5,750,30,720,2
2666,8932,2025-10-28 19:06:54,Pune,Noodle Nation,Indian,COD,4,2000,10,1990,2
2667,4019,2025-10-29 15:51:19,Pune,Pizza Planet,Italian,CARD,4,1000,50,950,1
2668,8637,2025-11-12 08:14:14,Bangalore,Spice Hub,North Indian,CARD,2,800,50,750,3
2669,1163,2025-11-17 21:07:48,Bangalore,Burger Barn,Italian,COD,4,2000,30,1970,4
2670,5115,2025-11-22 04:42:23,Chennai,Tandoori House,Italian,UPI,1,500,50,450,1
2671,2130,2025-11-03 00:51:00,Delhi,Noodle Nation,Chinese,CARD,5,1250,20,1230,5
2672,6436,2025-11-24 00:36:43,Mumbai,Curry Palace,Chinese,NET_BANKING,4,1200,50,1150,1
2673,9010,2025-11-23 20:03:07,Chennai,Curry Palace,Chinese,CARD,2,300,0,300,1
2674,5488,2025-11-02 17:10:58,Pune,Noodle Nation,Fast Food,COD,3,600,0,600,5
2675,8502,2025-11-07 15:26:54,Chennai,Tandoori House,Italian,CARD,4,1600,10,1590,4
2676,5898,2025-11-21 21:29:03,Chennai,Noodle Nation,Chinese,CARD,2,600,30,570,2
2677,1071,2025-11-03 02:46:51,Chennai,Tandoori House,Fast Food,NET_BANKING,5,2000,50,1950,2
2678,4007,2025-11-12 08:39:12,Hyderabad,Burger Barn,Italian,COD,5,750,0,750,1
2679,9037,2025-10-31 03:23:47,Delhi,Tandoori House,North Indian,NET_BANKING,3,1050,30,1020,2
2680,9426,2025-10-29 13:00:12,Delhi,Pizza Planet,Indian,COD,3,600,0,600,1
2681,5087,2025-11-13 04:29:19,Chennai,Spice Hub,Indian,CARD,5,1000,0,1000,3
2682,7436,2025-10-30 03:41:00,Hyderabad,Burger Barn,Fast Food,COD,2,1000,50,950,3
2683,3708,2025-11-07 07:57:36,Bangalore,Pizza Planet,Indian,NET_BANKING,3,600,10,590,4
2684,1206,2025-11-04 03:57:27,Hyderabad,Tandoori House,Fast Food,UPI,1,500,30,470,4
2685,3661,2025-11-02 06:28:02,Delhi,Noodle Nation,Indian,UPI,5,1250,50,1200,3
2686,3800,2025-11-12 17:36:54,Hyderabad,Noodle Nation,Fast Food,NET_BANKING,3,1050,20,1030,2
2687,5461,2025-11-05 22:43:55,Mumbai,Curry Palace,Indian,UPI,2,700,10,690,5
2688,2100,2025-11-19 14:53:27,Delhi,Burger Barn,Indian,COD,1,250,30,220,3
2689,8433,2025-11-22 16:17:26,Delhi,Pizza Planet,Chinese,CARD,5,2000,10,1990,4
2690,4120,2025-11-05 06:48:38,Mumbai,Burger Barn,Indian,CARD,4,1000,30,970,5
2691,7713,2025-11-11 00:05:35,Hyderabad,Tandoori House,Indian,COD,3,900,50,850,3
2692,6336,2025-11-11 00:03:27,Pune,Burger Barn,Fast Food,UPI,3,1200,20,1180,1
2693,2975,2025-10-31 00:46:04,Pune,Noodle Nation,North Indian,NET_BANKING,1,250,20,230,2
2694,5701,2025-11-07 02:58:33,Delhi,Burger Barn,Indian,UPI,5,1750,20,1730,5
2695,2745,2025-10-30 19:17:05,Bangalore,Tandoori House,Fast Food,CARD,2,500,20,480,4
2696,4635,2025-11-12 20:26:26,Bangalore,Spice Hub,North Indian,UPI,2,700,50,650,2
2697,1744,2025-11-09 14:47:40,Delhi,Spice Hub,Fast Food,NET_BANKING,4,1400,50,1350,3
2698,4456,2025-11-21 23:00:25,Pune,Pizza Planet,Italian,CARD,3,1500,10,1490,1
2699,2793,2025-11-13 03:12:40,Bangalore,Pizza Planet,North Indian,COD,3,450,10,440,1
2700,3115,2025-11-19 04:53:22,Bangalore,Spice Hub,Indian,UPI,2,300,10,290,4
2701,4763,2025-11-04 18:54:41,Mumbai,Tandoori House,Italian,UPI,4,1000,10,990,4
2702,2182,2025-11-10 18:08:45,Chennai,Burger Barn,Chinese,UPI,5,2000,30,1970,2
2703,4490,2025-11-14 10:44:18,Hyderabad,Spice Hub,Indian,UPI,5,2000,30,1970,2
2704,2742,2025-11-12 17:31:36,Hyderabad,Burger Barn,Fast Food,COD,1,350,30,320,5
2705,9316,2025-11-11 09:00:01,Bangalore,Spice Hub,Chinese,CARD,1,150,10,140,5
2706,9420,2025-11-17 21:07:33,Mumbai,Tandoori House,Fast Food,COD,4,2000,20,1980,3
2707,3394,2025-11-08 11:39:56,Hyderabad,Tandoori House,Fast Food,COD,2,1000,30,970,5
2708,7876,2025-11-20 19:36:46,Delhi,Pizza Planet,Italian,NET_BANKING,3,1050,10,1040,5
2709,3061,2025-11-22 10:57:47,Hyderabad,Burger Barn,Italian,UPI,4,1000,50,950,5
2710,4828,2025-10-27 20:54:44,Pune,Tandoori House,Indian,NET_BANKING,1,150,50,100,3
2711,6006,2025-10-25 23:32:20,Hyderabad,Spice Hub,Fast Food,COD,1,400,30,370,3
2712,2190,2025-11-12 11:31:31,Mumbai,Tandoori House,Italian,CARD,1,200,10,190,3
2713,1704,2025-11-18 23:39:56,Mumbai,Spice Hub,Indian,NET_BANKING,5,1250,20,1230,1
2714,3781,2025-11-05 01:46:09,Bangalore,Curry Palace,Italian,COD,3,1050,50,1000,2
2715,1974,2025-11-03 16:50:49,Delhi,Tandoori House,Italian,NET_BANKING,2,800,30,770,4
2716,8664,2025-11-06 05:38:06,Mumbai,Spice Hub,Fast Food,NET_BANKING,2,600,0,600,2
2717,3531,2025-11-04 12:32:33,Bangalore,Burger Barn,Chinese,UPI,1,200,30,170,1
2718,2000,2025-11-02 13:35:48,Pune,Noodle Nation,Chinese,NET_BANKING,4,600,20,580,2
2719,4326,2025-11-17 21:25:38,Chennai,Pizza Planet,Indian,COD,2,300,10,290,3
2720,1630,2025-11-20 23:15:35,Bangalore,Burger Barn,Italian,NET_BANKING,2,1000,30,970,3
2721,2353,2025-11-17 22:18:59,Hyderabad,Pizza Planet,Fast Food,COD,1,400,20,380,1
2722,2546,2025-10-30 17:13:27,Delhi,Pizza Planet,North Indian,UPI,2,700,30,670,1
2723,9000,2025-11-08 03:20:12,Pune,Pizza Planet,Chinese,UPI,4,2000,50,1950,1
2724,3494,2025-11-01 10:23:41,Hyderabad,Noodle Nation,Italian,UPI,3,600,30,570,4
2725,6084,2025-11-12 14:31:57,Delhi,Tandoori House,Chinese,UPI,3,900,50,850,4
2726,1695,2025-11-15 03:24:08,Bangalore,Pizza Planet,Fast Food,CARD,1,350,50,300,3
2727,4290,2025-11-05 21:37:47,Bangalore,Spice Hub,Italian,NET_BANKING,5,1500,20,1480,1
2728,6334,2025-11-15 15:12:58,Bangalore,Noodle Nation,Indian,NET_BANKING,5,2500,10,2490,1
2729,1975,2025-11-03 00:47:11,Bangalore,Pizza Planet,Fast Food,UPI,1,500,50,450,5
2730,5433,2025-11-06 06:50:17,Hyderabad,Tandoori House,Italian,NET_BANKING,1,200,30,170,1
2731,5417,2025-11-11 02:10:49,Chennai,Spice Hub,North Indian,CARD,4,1400,50,1350,2
2732,5473,2025-11-25 17:47:50,Mumbai,Spice Hub,Fast Food,UPI,1,350,50,300,3
2733,3390,2025-11-04 03:34:00,Mumbai,Pizza Planet,North Indian,NET_BANKING,3,450,20,430,4
2734,2590,2025-11-09 18:32:03,Hyderabad,Burger Barn,North Indian,CARD,2,400,50,350,1
2735,7803,2025-10-31 02:17:44,Chennai,Curry Palace,Indian,COD,3,1200,50,1150,5
2736,3582,2025-11-20 11:27:08,Pune,Burger Barn,Fast Food,COD,1,300,30,270,2
2737,9511,2025-11-02 01:15:51,Chennai,Burger Barn,Chinese,COD,5,1750,30,1720,2
2738,8250,2025-11-20 20:08:37,Pune,Burger Barn,Fast Food,COD,1,200,20,180,5
2739,5543,2025-11-02 12:08:43,Delhi,Noodle Nation,Italian,CARD,5,1250,50,1200,5
2740,4831,2025-11-01 20:37:27,Hyderabad,Burger Barn,Fast Food,NET_BANKING,5,750,0,750,1
2741,8464,2025-10-29 10:47:18,Chennai,Noodle Nation,Fast Food,CARD,1,400,0,400,2
2742,1471,2025-11-17 08:24:58,Mumbai,Tandoori House,Indian,UPI,2,700,10,690,3
2743,4785,2025-11-17 04:49:30,Pune,Tandoori House,Italian,NET_BANKING,4,1600,0,1600,5
2744,4465,2025-11-07 07:43:12,Bangalore,Noodle Nation,Italian,NET_BANKING,2,1000,50,950,4
2745,3550,2025-10-31 12:01:23,Mumbai,Spice Hub,Indian,CARD,5,1750,30,1720,4
2746,2499,2025-11-04 09:41:13,Pune,Spice Hub,Indian,NET_BANKING,2,300,50,250,4
2747,2600,2025-11-02 09:49:54,Mumbai,Spice Hub,North Indian,NET_BANKING,2,400,30,370,5
2748,1689,2025-11-13 04:06:29,Pune,Burger Barn,Fast Food,COD,3,600,30,570,1
2749,7721,2025-11-20 17:15:20,Mumbai,Pizza Planet,North Indian,NET_BANKING,4,1000,10,990,5
2750,5438,2025-10-30 00:45:31,Hyderabad,Spice Hub,Indian,COD,2,500,10,490,4
2751,3537,2025-11-07 09:54:33,Chennai,Pizza Planet,Italian,UPI,4,1600,50,1550,4
2752,7898,2025-11-06 22:52:39,Hyderabad,Curry Palace,Italian,NET_BANKING,4,2000,30,1970,4
2753,6667,2025-10-27 20:46:02,Chennai,Noodle Nation,Indian,UPI,1,500,50,450,3
2754,7070,2025-11-02 09:49:38,Chennai,Tandoori House,Italian,CARD,2,600,30,570,3
2755,9190,2025-11-15 12:03:44,Mumbai,Spice Hub,Italian,NET_BANKING,5,1750,20,1730,1
2756,4953,2025-11-02 01:40:34,Pune,Burger Barn,North Indian,UPI,4,1600,50,1550,1
2757,2849,2025-11-14 11:47:21,Chennai,Spice Hub,North Indian,CARD,5,1750,0,1750,3
2758,8743,2025-11-03 01:02:26,Pune,Curry Palace,Indian,UPI,5,2000,20,1980,1
2759,9763,2025-11-02 21:42:54,Bangalore,Tandoori House,Chinese,COD,3,750,30,720,5
2760,1208,2025-10-26 06:44:38,Hyderabad,Noodle Nation,Indian,CARD,5,1500,0,1500,3
2761,2496,2025-10-30 10:30:28,Mumbai,Pizza Planet,Italian,NET_BANKING,5,1250,30,1220,2
2762,3424,2025-11-05 09:57:33,Chennai,Burger Barn,Chinese,COD,1,200,30,170,1
2763,7991,2025-11-24 01:17:47,Mumbai,Noodle Nation,Indian,CARD,2,800,0,800,4
2764,4634,2025-11-01 12:48:29,Delhi,Burger Barn,Fast Food,UPI,1,200,10,190,3
2765,1883,2025-11-01 17:29:04,Chennai,Spice Hub,Chinese,UPI,4,2000,20,1980,1
2766,4071,2025-10-27 13:40:01,Hyderabad,Pizza Planet,North Indian,UPI,4,1400,20,1380,1
2767,5080,2025-11-03 14:25:16,Chennai,Curry Palace,Fast Food,CARD,3,900,20,880,3
2768,9186,2025-11-19 19:32:29,Mumbai,Tandoori House,North Indian,COD,4,600,50,550,2
2769,1311,2025-11-20 14:38:39,Bangalore,Tandoori House,Indian,CARD,4,1000,30,970,5
2770,7901,2025-11-20 15:33:25,Pune,Burger Barn,Chinese,UPI,3,1200,0,1200,3
2771,5234,2025-10-29 14:49:05,Chennai,Burger Barn,Fast Food,CARD,4,600,30,570,5
2772,7378,2025-11-21 08:32:47,Chennai,Noodle Nation,Italian,NET_BANKING,5,1750,50,1700,4
2773,4500,2025-11-01 00:56:48,Mumbai,Curry Palace,North Indian,UPI,2,500,10,490,1
2774,8033,2025-10-28 06:40:08,Bangalore,Pizza Planet,Indian,NET_BANKING,2,1000,10,990,3
2775,5125,2025-11-06 11:55:02,Hyderabad,Curry Palace,North Indian,NET_BANKING,5,1250,50,1200,3
2776,6263,2025-11-24 22:29:27,Chennai,Pizza Planet,Fast Food,UPI,2,1000,10,990,4
2777,4926,2025-10-29 09:01:05,Mumbai,Pizza Planet,Fast Food,NET_BANKING,1,250,0,250,4
2778,7313,2025-11-07 02:27:48,Chennai,Burger Barn,North Indian,UPI,2,300,0,300,4
2779,7244,2025-11-10 03:25:15,Pune,Curry Palace,Chinese,NET_BANKING,3,1500,0,1500,2
2780,9008,2025-11-14 09:31:05,Pune,Tandoori House,Indian,COD,1,300,20,280,1
2781,6102,2025-11-08 11:38:15,Mumbai,Noodle Nation,Chinese,COD,2,700,20,680,5
2782,2981,2025-11-21 21:22:21,Hyderabad,Pizza Planet,Italian,NET_BANKING,3,450,20,430,5
2783,4439,2025-11-15 15:46:21,Mumbai,Curry Palace,Italian,NET_BANKING,2,700,0,700,1
2784,1595,2025-11-14 13:38:27,Hyderabad,Pizza Planet,North Indian,UPI,1,250,20,230,5
2785,8305,2025-11-15 07:47:01,Hyderabad,Tandoori House,Italian,COD,5,1000,30,970,4
2786,5575,2025-11-21 00:40:36,Pune,Curry Palace,Italian,COD,1,300,30,270,4
2787,7185,2025-10-26 09:14:54,Delhi,Pizza Planet,Fast Food,NET_BANKING,3,1500,10,1490,1
2788,8780,2025-10-31 22:59:54,Delhi,Burger Barn,North Indian,COD,3,750,50,700,4
2789,3903,2025-11-18 08:48:58,Hyderabad,Pizza Planet,Italian,COD,3,750,30,720,2
2790,1529,2025-11-24 08:39:49,Bangalore,Pizza Planet,Chinese,NET_BANKING,4,2000,10,1990,1
2791,4853,2025-11-15 09:00:55,Chennai,Tandoori House,Indian,NET_BANKING,2,800,50,750,2
2792,4037,2025-11-24 16:17:02,Bangalore,Spice Hub,North Indian,NET_BANKING,2,500,50,450,5
2793,1002,2025-10-28 16:05:10,Delhi,Burger Barn,Italian,UPI,1,200,50,150,1
2794,2285,2025-11-24 03:57:17,Pune,Noodle Nation,Italian,CARD,5,1000,30,970,5
2795,4362,2025-11-10 23:11:08,Delhi,Burger Barn,Indian,NET_BANKING,1,250,50,200,3
2796,6027,2025-11-08 08:23:55,Pune,Curry Palace,Indian,UPI,1,500,50,450,2
2797,8237,2025-10-29 20:01:56,Mumbai,Pizza Planet,Italian,NET_BANKING,2,400,50,350,1
2798,2755,2025-10-28 05:48:42,Pune,Tandoori House,Chinese,COD,2,300,0,300,4
2799,2636,2025-11-15 20:37:17,Chennai,Spice Hub,North Indian,CARD,3,1050,0,1050,4
2800,9865,2025-11-06 08:35:23,Pune,Noodle Nation,Italian,COD,5,2000,20,1980,3
2801,8286,2025-11-10 17:56:57,Bangalore,Burger Barn,Italian,UPI,3,1200,30,1170,2
2802,9510,2025-10-28 13:38:30,Mumbai,Spice Hub,Italian,COD,5,2500,0,2500,2
2803,8229,2025-11-07 20:54:58,Bangalore,Burger Barn,Chinese,CARD,4,1000,20,980,3
2804,2623,2025-11-16 07:22:12,Hyderabad,Spice Hub,Chinese,CARD,5,1500,0,1500,3
2805,9763,2025-11-23 00:38:34,Bangalore,Noodle Nation,Chinese,COD,5,1000,20,980,1
2806,4837,2025-11-05 05:02:16,Mumbai,Spice Hub,North Indian,COD,2,800,30,770,5
2807,5049,2025-11-17 15:32:26,Delhi,Pizza Planet,Fast Food,NET_BANKING,2,500,20,480,1
2808,3170,2025-11-24 06:47:33,Delhi,Tandoori House,North Indian,CARD,1,200,30,170,2
2809,8490,2025-11-23 15:09:18,Pune,Spice Hub,Fast Food,CARD,2,1000,50,950,1
2810,8725,2025-11-24 11:42:41,Hyderabad,Pizza Planet,Indian,UPI,5,1750,30,1720,1
2811,7423,2025-11-16 06:22:54,Bangalore,Curry Palace,Chinese,UPI,3,900,30,870,4
2812,4247,2025-11-22 21:57:37,Pune,Tandoori House,Italian,CARD,1,400,20,380,3
2813,1135,2025-11-04 04:17:43,Delhi,Tandoori House,North Indian,NET_BANKING,5,1500,30,1470,5
2814,5154,2025-11-07 18:48:16,Bangalore,Spice Hub,Italian,UPI,1,500,0,500,3
2815,7062,2025-10-27 05:11:22,Hyderabad,Burger Barn,North Indian,UPI,3,600,50,550,1
2816,3787,2025-11-23 10:38:22,Mumbai,Spice Hub,Italian,CARD,3,450,50,400,4
2817,9568,2025-11-07 12:55:37,Bangalore,Burger Barn,Italian,CARD,3,900,50,850,1
2818,2871,2025-11-14 06:40:42,Delhi,Tandoori House,Italian,CARD,1,400,20,380,4
2819,3477,2025-11-08 15:19:39,Bangalore,Burger Barn,Fast Food,NET_BANKING,3,450,10,440,2
2820,5311,2025-11-17 08:47:54,Delhi,Tandoori House,Indian,CARD,2,500,50,450,1
2821,9655,2025-11-24 19:03:31,Pune,Tandoori House,Indian,NET_BANKING,3,900,30,870,3
2822,5326,2025-10-30 11:26:36,Mumbai,Curry Palace,Fast Food,COD,5,1250,30,1220,4
2823,1484,2025-11-24 10:11:22,Mumbai,Pizza Planet,Fast Food,CARD,5,2500,30,2470,3
2824,3179,2025-11-14 07:42:40,Bangalore,Spice Hub,Fast Food,UPI,1,150,10,140,3
2825,5804,2025-10-28 09:57:03,Delhi,Pizza Planet,Chinese,CARD,5,1500,0,1500,1
2826,4945,2025-11-01 13:25:21,Bangalore,Tandoori House,North Indian,COD,1,500,10,490,1
2827,1235,2025-10-29 07:21:59,Chennai,Burger Barn,Indian,NET_BANKING,3,1500,30,1470,4
2828,6364,2025-11-24 15:32:12,Pune,Curry Palace,Fast Food,NET_BANKING,5,1500,0,1500,4
2829,2165,2025-11-22 03:38:02,Mumbai,Curry Palace,Italian,UPI,3,1200,30,1170,1
2830,3828,2025-11-02 20:25:15,Pune,Burger Barn,North Indian,NET_BANKING,5,2000,10,1990,5
2831,5704,2025-11-11 22:45:32,Bangalore,Tandoori House,Chinese,UPI,3,1500,50,1450,3
2832,9506,2025-11-19 05:35:26,Hyderabad,Pizza Planet,Italian,COD,2,700,20,680,5
2833,1895,2025-11-24 18:57:16,Hyderabad,Tandoori House,North Indian,UPI,1,200,50,150,1
2834,9556,2025-11-16 16:11:18,Mumbai,Curry Palace,Fast Food,UPI,5,1000,20,980,4
2835,7868,2025-11-17 02:35:37,Pune,Tandoori House,Italian,UPI,2,300,10,290,1
2836,7374,2025-11-09 08:26:01,Chennai,Tandoori House,Indian,UPI,4,1200,30,1170,3
2837,4706,2025-11-05 15:04:03,Chennai,Pizza Planet,Fast Food,NET_BANKING,5,1000,20,980,3
